id,name,type_1,type_2,height,weight,category,abilities,habitat,color,is_legendary,is_mythical,evolution_chain
554,darumaka,Fire,,6,375,darumaka,"['hustle', 'inner-focus']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/282/
555,darmanitan-standard,Fire,,13,929,darmanitan,"['sheer-force', 'zen-mode']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/282/
556,maractus,Grass,,10,280,maractus,"['water-absorb', 'chlorophyll', 'storm-drain']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/283/
557,dwebble,Bug,Rock,3,145,dwebble,"['sturdy', 'shell-armor', 'weak-armor']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/284/
558,crustle,Bug,Rock,14,2000,crustle,"['sturdy', 'shell-armor', 'weak-armor']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/284/
559,scraggy,Dark,Fighting,6,118,scraggy,"['shed-skin', 'moxie', 'intimidate']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/285/
560,scrafty,Dark,Fighting,11,300,scrafty,"['shed-skin', 'moxie', 'intimidate']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/285/
561,sigilyph,Psychic,Flying,14,140,sigilyph,"['wonder-skin', 'magic-guard', 'tinted-lens']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/286/
562,yamask,Ghost,,5,15,yamask,['mummy'],,black,False,False,https://pokeapi.co/api/v2/evolution-chain/287/
563,cofagrigus,Ghost,,17,765,cofagrigus,['mummy'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/287/
564,tirtouga,Water,Rock,7,165,tirtouga,"['solid-rock', 'sturdy', 'swift-swim']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/288/
565,carracosta,Water,Rock,12,810,carracosta,"['solid-rock', 'sturdy', 'swift-swim']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/288/
566,archen,Rock,Flying,5,95,archen,['defeatist'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/289/
567,archeops,Rock,Flying,14,320,archeops,['defeatist'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/289/
568,trubbish,Poison,,6,310,trubbish,"['stench', 'sticky-hold', 'aftermath']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/290/
569,garbodor,Poison,,19,1073,garbodor,"['stench', 'weak-armor', 'aftermath']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/290/
570,zorua,Dark,,7,125,zorua,['illusion'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/291/
571,zoroark,Dark,,16,811,zoroark,['illusion'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/291/
572,minccino,Normal,,4,58,minccino,"['cute-charm', 'technician', 'skill-link']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/292/
573,cinccino,Normal,,5,75,cinccino,"['cute-charm', 'technician', 'skill-link']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/292/
574,gothita,Psychic,,4,58,gothita,"['frisk', 'competitive', 'shadow-tag']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/293/
575,gothorita,Psychic,,7,180,gothorita,"['frisk', 'competitive', 'shadow-tag']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/293/
576,gothitelle,Psychic,,15,440,gothitelle,"['frisk', 'competitive', 'shadow-tag']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/293/
577,solosis,Psychic,,3,10,solosis,"['overcoat', 'magic-guard', 'regenerator']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/294/
578,duosion,Psychic,,6,80,duosion,"['overcoat', 'magic-guard', 'regenerator']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/294/
579,reuniclus,Psychic,,10,201,reuniclus,"['overcoat', 'magic-guard', 'regenerator']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/294/
580,ducklett,Water,Flying,5,55,ducklett,"['keen-eye', 'big-pecks', 'hydration']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/295/
581,swanna,Water,Flying,13,242,swanna,"['keen-eye', 'big-pecks', 'hydration']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/295/
582,vanillite,Ice,,4,57,vanillite,"['ice-body', 'snow-cloak', 'weak-armor']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/296/
583,vanillish,Ice,,11,410,vanillish,"['ice-body', 'snow-cloak', 'weak-armor']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/296/
584,vanilluxe,Ice,,13,575,vanilluxe,"['ice-body', 'snow-warning', 'weak-armor']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/296/
585,deerling,Normal,Grass,6,195,deerling,"['chlorophyll', 'sap-sipper', 'serene-grace']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/297/
586,sawsbuck,Normal,Grass,19,925,sawsbuck,"['chlorophyll', 'sap-sipper', 'serene-grace']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/297/
587,emolga,Electric,Flying,4,50,emolga,"['static', 'motor-drive']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/298/
588,karrablast,Bug,,5,59,karrablast,"['swarm', 'shed-skin', 'no-guard']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/299/
589,escavalier,Bug,Steel,10,330,escavalier,"['swarm', 'shell-armor', 'overcoat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/299/
590,foongus,Grass,Poison,2,10,foongus,"['effect-spore', 'regenerator']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/300/
591,amoonguss,Grass,Poison,6,105,amoonguss,"['effect-spore', 'regenerator']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/300/
592,frillish,Water,Ghost,12,330,frillish,"['water-absorb', 'cursed-body', 'damp']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/301/
593,jellicent,Water,Ghost,22,1350,jellicent,"['water-absorb', 'cursed-body', 'damp']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/301/
594,alomomola,Water,,12,316,alomomola,"['healer', 'hydration', 'regenerator']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/302/
595,joltik,Bug,Electric,1,6,joltik,"['compound-eyes', 'unnerve', 'swarm']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/303/
596,galvantula,Bug,Electric,8,143,galvantula,"['compound-eyes', 'unnerve', 'swarm']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/303/
597,ferroseed,Grass,Steel,6,188,ferroseed,['iron-barbs'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/304/
598,ferrothorn,Grass,Steel,10,1100,ferrothorn,"['iron-barbs', 'anticipation']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/304/
599,klink,Steel,,3,210,klink,"['plus', 'minus', 'clear-body']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/305/
600,klang,Steel,,6,510,klang,"['plus', 'minus', 'clear-body']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/305/
601,klinklang,Steel,,6,810,klinklang,"['plus', 'minus', 'clear-body']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/305/
602,tynamo,Electric,,2,3,tynamo,['levitate'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/306/
603,eelektrik,Electric,,12,220,eelektrik,['levitate'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/306/
604,eelektross,Electric,,21,805,eelektross,['levitate'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/306/
605,elgyem,Psychic,,5,90,elgyem,"['telepathy', 'synchronize', 'analytic']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/307/
606,beheeyem,Psychic,,10,345,beheeyem,"['telepathy', 'synchronize', 'analytic']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/307/
607,litwick,Ghost,Fire,3,31,litwick,"['flash-fire', 'flame-body', 'infiltrator']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/308/
608,lampent,Ghost,Fire,6,130,lampent,"['flash-fire', 'flame-body', 'infiltrator']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/308/
609,chandelure,Ghost,Fire,10,343,chandelure,"['flash-fire', 'flame-body', 'infiltrator']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/308/
610,axew,Dragon,,6,180,axew,"['rivalry', 'mold-breaker', 'unnerve']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/309/
611,fraxure,Dragon,,10,360,fraxure,"['rivalry', 'mold-breaker', 'unnerve']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/309/
612,haxorus,Dragon,,18,1055,haxorus,"['rivalry', 'mold-breaker', 'unnerve']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/309/
613,cubchoo,Ice,,5,85,cubchoo,"['snow-cloak', 'slush-rush', 'rattled']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/310/
614,beartic,Ice,,26,2600,beartic,"['snow-cloak', 'slush-rush', 'swift-swim']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/310/
615,cryogonal,Ice,,11,1480,cryogonal,['levitate'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/311/
616,shelmet,Bug,,4,77,shelmet,"['hydration', 'shell-armor', 'overcoat']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/312/
617,accelgor,Bug,,8,253,accelgor,"['hydration', 'sticky-hold', 'unburden']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/312/
618,stunfisk,Ground,Electric,7,110,stunfisk,"['static', 'limber', 'sand-veil']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/313/
619,mienfoo,Fighting,,9,200,mienfoo,"['inner-focus', 'regenerator', 'reckless']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/314/
620,mienshao,Fighting,,14,355,mienshao,"['inner-focus', 'regenerator', 'reckless']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/314/
621,druddigon,Dragon,,16,1390,druddigon,"['rough-skin', 'sheer-force', 'mold-breaker']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/315/
622,golett,Ground,Ghost,10,920,golett,"['iron-fist', 'klutz', 'no-guard']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/316/
623,golurk,Ground,Ghost,28,3300,golurk,"['iron-fist', 'klutz', 'no-guard']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/316/
624,pawniard,Dark,Steel,5,102,pawniard,"['defiant', 'inner-focus', 'pressure']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/317/
625,bisharp,Dark,Steel,16,700,bisharp,"['defiant', 'inner-focus', 'pressure']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/317/
626,bouffalant,Normal,,16,946,bouffalant,"['reckless', 'sap-sipper', 'soundproof']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/318/
627,rufflet,Normal,Flying,5,105,rufflet,"['keen-eye', 'sheer-force', 'hustle']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/319/
628,braviary,Normal,Flying,15,410,braviary,"['keen-eye', 'sheer-force', 'defiant']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/319/
629,vullaby,Dark,Flying,5,90,vullaby,"['big-pecks', 'overcoat', 'weak-armor']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/320/
630,mandibuzz,Dark,Flying,12,395,mandibuzz,"['big-pecks', 'overcoat', 'weak-armor']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/320/
631,heatmor,Fire,,14,580,heatmor,"['gluttony', 'flash-fire', 'white-smoke']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/321/
632,durant,Bug,Steel,3,330,durant,"['swarm', 'hustle', 'truant']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/322/
633,deino,Dark,Dragon,8,173,deino,['hustle'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/323/
634,zweilous,Dark,Dragon,14,500,zweilous,['hustle'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/323/
635,hydreigon,Dark,Dragon,18,1600,hydreigon,['levitate'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/323/
636,larvesta,Bug,Fire,11,288,larvesta,"['flame-body', 'swarm']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/324/
637,volcarona,Bug,Fire,16,460,volcarona,"['flame-body', 'swarm']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/324/
638,cobalion,Steel,Fighting,21,2500,cobalion,['justified'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/325/
639,terrakion,Rock,Fighting,19,2600,terrakion,['justified'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/326/
640,virizion,Grass,Fighting,20,2000,virizion,['justified'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/327/
641,tornadus-incarnate,Flying,,15,630,tornadus,"['prankster', 'defiant']",,green,True,False,https://pokeapi.co/api/v2/evolution-chain/328/
642,thundurus-incarnate,Electric,Flying,15,610,thundurus,"['prankster', 'defiant']",,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/329/
643,reshiram,Dragon,Fire,32,3300,reshiram,['turboblaze'],,white,True,False,https://pokeapi.co/api/v2/evolution-chain/330/
644,zekrom,Dragon,Electric,29,3450,zekrom,['teravolt'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/331/
645,landorus-incarnate,Ground,Flying,15,680,landorus,"['sand-force', 'sheer-force']",,brown,True,False,https://pokeapi.co/api/v2/evolution-chain/332/
646,kyurem,Dragon,Ice,30,3250,kyurem,['pressure'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/333/
647,keldeo-ordinary,Water,Fighting,14,485,keldeo,['justified'],,yellow,False,True,https://pokeapi.co/api/v2/evolution-chain/334/
648,meloetta-aria,Normal,Psychic,6,65,meloetta,['serene-grace'],,white,False,True,https://pokeapi.co/api/v2/evolution-chain/335/
649,genesect,Bug,Steel,15,825,genesect,['download'],,purple,False,True,https://pokeapi.co/api/v2/evolution-chain/336/
650,chespin,Grass,,4,90,chespin,"['overgrow', 'bulletproof']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/337/
651,quilladin,Grass,,7,290,quilladin,"['overgrow', 'bulletproof']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/337/
652,chesnaught,Grass,Fighting,16,900,chesnaught,"['overgrow', 'bulletproof']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/337/
653,fennekin,Fire,,4,94,fennekin,"['blaze', 'magician']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/338/
654,braixen,Fire,,10,145,braixen,"['blaze', 'magician']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/338/
655,delphox,Fire,Psychic,15,390,delphox,"['blaze', 'magician']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/338/
656,froakie,Water,,3,70,froakie,"['torrent', 'protean']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/339/
657,frogadier,Water,,6,109,frogadier,"['torrent', 'protean']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/339/
658,greninja,Water,Dark,15,400,greninja,"['torrent', 'protean']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/339/
659,bunnelby,Normal,,4,50,bunnelby,"['pickup', 'cheek-pouch', 'huge-power']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/340/
660,diggersby,Normal,Ground,10,424,diggersby,"['pickup', 'cheek-pouch', 'huge-power']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/340/
661,fletchling,Normal,Flying,3,17,fletchling,"['big-pecks', 'gale-wings']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/341/
662,fletchinder,Fire,Flying,7,160,fletchinder,"['flame-body', 'gale-wings']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/341/
663,talonflame,Fire,Flying,12,245,talonflame,"['flame-body', 'gale-wings']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/341/
664,scatterbug,Bug,,3,25,scatterbug,"['shield-dust', 'compound-eyes', 'friend-guard']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/342/
665,spewpa,Bug,,3,84,spewpa,"['shed-skin', 'friend-guard']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/342/
666,vivillon,Bug,Flying,12,170,vivillon,"['shield-dust', 'compound-eyes', 'friend-guard']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/342/
667,litleo,Fire,Normal,6,135,litleo,"['rivalry', 'unnerve', 'moxie']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/343/
668,pyroar,Fire,Normal,15,815,pyroar,"['rivalry', 'unnerve', 'moxie']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/343/
669,flabebe,Fairy,,1,1,flabebe,"['flower-veil', 'symbiosis']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/344/
670,floette,Fairy,,2,9,floette,"['flower-veil', 'symbiosis']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/344/
671,florges,Fairy,,11,100,florges,"['flower-veil', 'symbiosis']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/344/
672,skiddo,Grass,,9,310,skiddo,"['sap-sipper', 'grass-pelt']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/345/
673,gogoat,Grass,,17,910,gogoat,"['sap-sipper', 'grass-pelt']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/345/
674,pancham,Fighting,,6,80,pancham,"['iron-fist', 'mold-breaker', 'scrappy']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/346/
675,pangoro,Fighting,Dark,21,1360,pangoro,"['iron-fist', 'mold-breaker', 'scrappy']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/346/
676,furfrou,Normal,,12,280,furfrou,['fur-coat'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/347/
677,espurr,Psychic,,3,35,espurr,"['keen-eye', 'infiltrator', 'own-tempo']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/348/
678,meowstic-male,Psychic,,6,85,meowstic,"['keen-eye', 'infiltrator', 'prankster']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/348/
679,honedge,Steel,Ghost,8,20,honedge,['no-guard'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/349/
680,doublade,Steel,Ghost,8,45,doublade,['no-guard'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/349/
681,aegislash-shield,Steel,Ghost,17,530,aegislash,['stance-change'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/349/
682,spritzee,Fairy,,2,5,spritzee,"['healer', 'aroma-veil']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/350/
683,aromatisse,Fairy,,8,155,aromatisse,"['healer', 'aroma-veil']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/350/
684,swirlix,Fairy,,4,35,swirlix,"['sweet-veil', 'unburden']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/351/
685,slurpuff,Fairy,,8,50,slurpuff,"['sweet-veil', 'unburden']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/351/
686,inkay,Dark,Psychic,4,35,inkay,"['contrary', 'suction-cups', 'infiltrator']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/352/
687,malamar,Dark,Psychic,15,470,malamar,"['contrary', 'suction-cups', 'infiltrator']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/352/
688,binacle,Rock,Water,5,310,binacle,"['tough-claws', 'sniper', 'pickpocket']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/353/
689,barbaracle,Rock,Water,13,960,barbaracle,"['tough-claws', 'sniper', 'pickpocket']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/353/
690,skrelp,Poison,Water,5,73,skrelp,"['poison-point', 'poison-touch', 'adaptability']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/354/
691,dragalge,Poison,Dragon,18,815,dragalge,"['poison-point', 'poison-touch', 'adaptability']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/354/
692,clauncher,Water,,5,83,clauncher,['mega-launcher'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/355/
693,clawitzer,Water,,13,353,clawitzer,['mega-launcher'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/355/
694,helioptile,Electric,Normal,5,60,helioptile,"['dry-skin', 'sand-veil', 'solar-power']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/356/
695,heliolisk,Electric,Normal,10,210,heliolisk,"['dry-skin', 'sand-veil', 'solar-power']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/356/
696,tyrunt,Rock,Dragon,8,260,tyrunt,"['strong-jaw', 'sturdy']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/357/
697,tyrantrum,Rock,Dragon,25,2700,tyrantrum,"['strong-jaw', 'rock-head']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/357/
698,amaura,Rock,Ice,13,252,amaura,"['refrigerate', 'snow-warning']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/358/
699,aurorus,Rock,Ice,27,2250,aurorus,"['refrigerate', 'snow-warning']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/358/
700,sylveon,Fairy,,10,235,sylveon,"['cute-charm', 'pixilate']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/67/
701,hawlucha,Fighting,Flying,8,215,hawlucha,"['limber', 'unburden', 'mold-breaker']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/359/
702,dedenne,Electric,Fairy,2,22,dedenne,"['cheek-pouch', 'pickup', 'plus']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/360/
703,carbink,Rock,Fairy,3,57,carbink,"['clear-body', 'sturdy']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/361/
704,goomy,Dragon,,3,28,goomy,"['sap-sipper', 'hydration', 'gooey']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/362/
705,sliggoo,Dragon,,8,175,sliggoo,"['sap-sipper', 'hydration', 'gooey']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/362/
706,goodra,Dragon,,20,1505,goodra,"['sap-sipper', 'hydration', 'gooey']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/362/
707,klefki,Steel,Fairy,2,30,klefki,"['prankster', 'magician']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/363/
708,phantump,Ghost,Grass,4,70,phantump,"['natural-cure', 'frisk', 'harvest']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/364/
709,trevenant,Ghost,Grass,15,710,trevenant,"['natural-cure', 'frisk', 'harvest']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/364/
710,pumpkaboo-average,Ghost,Grass,4,50,pumpkaboo,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
711,gourgeist-average,Ghost,Grass,9,125,gourgeist,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
712,bergmite,Ice,,10,995,bergmite,"['own-tempo', 'ice-body', 'sturdy']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/366/
713,avalugg,Ice,,20,5050,avalugg,"['own-tempo', 'ice-body', 'sturdy']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/366/
714,noibat,Flying,Dragon,5,80,noibat,"['frisk', 'infiltrator', 'telepathy']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/367/
715,noivern,Flying,Dragon,15,850,noivern,"['frisk', 'infiltrator', 'telepathy']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/367/
716,xerneas,Fairy,,30,2150,xerneas,['fairy-aura'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/368/
717,yveltal,Dark,Flying,58,2030,yveltal,['dark-aura'],,red,True,False,https://pokeapi.co/api/v2/evolution-chain/369/
718,zygarde-50,Dragon,Ground,50,3050,zygarde,['aura-break'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/370/
719,diancie,Rock,Fairy,7,88,diancie,['clear-body'],,pink,False,True,https://pokeapi.co/api/v2/evolution-chain/371/
720,hoopa,Psychic,Ghost,5,90,hoopa,['magician'],,purple,False,True,https://pokeapi.co/api/v2/evolution-chain/372/
721,volcanion,Fire,Water,17,1950,volcanion,['water-absorb'],,brown,False,True,https://pokeapi.co/api/v2/evolution-chain/373/
722,rowlet,Grass,Flying,3,15,rowlet,"['overgrow', 'long-reach']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/374/
723,dartrix,Grass,Flying,7,160,dartrix,"['overgrow', 'long-reach']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/374/
724,decidueye,Grass,Ghost,16,366,decidueye,"['overgrow', 'long-reach']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/374/
725,litten,Fire,,4,43,litten,"['blaze', 'intimidate']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/375/
726,torracat,Fire,,7,250,torracat,"['blaze', 'intimidate']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/375/
727,incineroar,Fire,Dark,18,830,incineroar,"['blaze', 'intimidate']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/375/
728,popplio,Water,,4,75,popplio,"['torrent', 'liquid-voice']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/376/
729,brionne,Water,,6,175,brionne,"['torrent', 'liquid-voice']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/376/
730,primarina,Water,Fairy,18,440,primarina,"['torrent', 'liquid-voice']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/376/
731,pikipek,Normal,Flying,3,12,pikipek,"['keen-eye', 'skill-link', 'pickup']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/377/
732,trumbeak,Normal,Flying,6,148,trumbeak,"['keen-eye', 'skill-link', 'pickup']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/377/
733,toucannon,Normal,Flying,11,260,toucannon,"['keen-eye', 'skill-link', 'sheer-force']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/377/
734,yungoos,Normal,,4,60,yungoos,"['stakeout', 'strong-jaw', 'adaptability']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/378/
735,gumshoos,Normal,,7,142,gumshoos,"['stakeout', 'strong-jaw', 'adaptability']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/378/
736,grubbin,Bug,,4,44,grubbin,['swarm'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/379/
737,charjabug,Bug,Electric,5,105,charjabug,['battery'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/379/
738,vikavolt,Bug,Electric,15,450,vikavolt,['levitate'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/379/
739,crabrawler,Fighting,,6,70,crabrawler,"['hyper-cutter', 'iron-fist', 'anger-point']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/380/
740,crabominable,Fighting,Ice,17,1800,crabominable,"['hyper-cutter', 'iron-fist', 'anger-point']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/380/
741,oricorio-baile,Fire,Flying,6,34,oricorio,['dancer'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/381/
742,cutiefly,Bug,Fairy,1,2,cutiefly,"['honey-gather', 'shield-dust', 'sweet-veil']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/382/
743,ribombee,Bug,Fairy,2,5,ribombee,"['honey-gather', 'shield-dust', 'sweet-veil']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/382/
